"range","sensitivity_type","limit_type","genus_species","source","realm","dormancy","filling_type","filling_value","lat_mp","range_area_km2","edge_type","type","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_ability_category","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","metric","dispersal_distance_continuous","abs_lat_mp","log_maximum_body_size","dispersal_ability_category_general","rr_cells","log_range_area"
"Phymaturus_dorsimaculatus_IUCN","Te_tpreftb","tmax, tmin","Phymaturus_dorsimaculatus","IUCN","Terrestrial","cold","warm_under",-1.9193966674805,-37.8226289335,1275,"warm","max","Phymaturus","dorsimaculatus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",9.26,"Lobo, F. and S. Quinteros 2005. A MORPHOLOGY-BASED PHYLOGENY OF PHYMATURUS (IGUANIA: LIOLAEMIDAE) WITH THE DESCRIPTION OF FOUR NEW SPECIES FROM ARGENTINA. Papí©is Avulsos de Zoologia (Sí£o Paulo) 45(13):143-177","female SVL","herbivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,2100,"IUCN",NA,"terrestrial",NA,NA,NA,1,37.8226289335,2.22570404865809,"walking",2,0.693147180559945
"Phymaturus_indistinctus_IUCN","Te","tmax, tmin","Phymaturus_indistinctus","IUCN","Terrestrial","cold","cold_over",3.10619997978211,-45.438529748,493,"cold","min","Phymaturus","indistinctus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00360-010-0524-4","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",500,550,"IUCN",NA,"terrestrial",NA,NA,NA,1,45.438529748,2.30258509299405,"walking",1,0
"Phymaturus_indistinctus_IUCN","Te_tpref","tmax, tmin","Phymaturus_indistinctus","IUCN","Terrestrial","cold","cold_over",3.10619997978211,-45.438529748,493,"cold","min","Phymaturus","indistinctus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00360-010-0524-4","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",500,550,"IUCN",NA,"terrestrial",NA,NA,NA,1,45.438529748,2.30258509299405,"walking",1,0
"Phymaturus_indistinctus_IUCN","Te_tpreftb","tmax, tmin","Phymaturus_indistinctus","IUCN","Terrestrial","cold","cold_over",3.10619997978211,-45.438529748,493,"cold","min","Phymaturus","indistinctus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00360-010-0524-4","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",500,550,"IUCN",NA,"terrestrial",NA,NA,NA,1,45.438529748,2.30258509299405,"walking",1,0
"Phymaturus_indistinctus_IUCN","Te_tpref","tmax, tmin","Phymaturus_indistinctus","IUCN","Terrestrial","cold","perfect_warm",0,-45.438529748,493,"warm","max","Phymaturus","indistinctus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00360-010-0524-4","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",500,550,"IUCN",NA,"terrestrial",NA,NA,NA,1,45.438529748,2.30258509299405,"walking",1,0
"Phymaturus_indistinctus_IUCN","Te","tmax, tmin","Phymaturus_indistinctus","IUCN","Terrestrial","cold","warm_under",-18.8944816589356,-45.438529748,493,"warm","max","Phymaturus","indistinctus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00360-010-0524-4","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",500,550,"IUCN",NA,"terrestrial",NA,NA,NA,1,45.438529748,2.30258509299405,"walking",1,0
"Phymaturus_indistinctus_IUCN","Te_tpreftb","tmax, tmin","Phymaturus_indistinctus","IUCN","Terrestrial","cold","warm_under",-2.8275009155273,-45.438529748,493,"warm","max","Phymaturus","indistinctus","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",10,"Meiri 2008","max adult SVL","herbivore","10.1007/s00360-010-0524-4","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Valdecantos, S., Lobo, F., Perotti, M. G., Azócar, D. L. M., & Cruz, F. B. (2019). Sexual size dimorphism, allometry and fecundity in a lineage of South American viviparous lizards (Liolaemidae: Phymaturus). Zoologischer Anzeiger, 279, 152-163.","Phymaturus species inactive during coldest months","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",500,550,"IUCN",NA,"terrestrial",NA,NA,NA,1,45.438529748,2.30258509299405,"walking",1,0
"Phymaturus_palluma_IUCN","Te","tmax, tmin","Phymaturus_palluma","IUCN","Terrestrial","cold","cold_over",3.1409521102905,-34.711029082,14611,"cold","min","Phymaturus","palluma","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",11,"Meiri 2008","max adult SVL","herbivore","10.1017/S0952836902001085","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Vidal, M. A., Habit, E., Victoriano, P., González-Gajardo, A., & Ortiz, J. C. (2010). Thermoregulation and activity pattern of the high-mountain lizard Phymaturus palluma (Tropiduridae) in Chile. Zoologia (Curitiba), 27(1), 13-18.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1300,2200,"IUCN",NA,"terrestrial",NA,NA,NA,1,34.711029082,2.39789527279837,"walking",5,1.6094379124341
"Phymaturus_palluma_IUCN","Te_tpref","tmax, tmin","Phymaturus_palluma","IUCN","Terrestrial","cold","cold_over",3.1409521102905,-34.711029082,14611,"cold","min","Phymaturus","palluma","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",11,"Meiri 2008","max adult SVL","herbivore","10.1017/S0952836902001085","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Vidal, M. A., Habit, E., Victoriano, P., González-Gajardo, A., & Ortiz, J. C. (2010). Thermoregulation and activity pattern of the high-mountain lizard Phymaturus palluma (Tropiduridae) in Chile. Zoologia (Curitiba), 27(1), 13-18.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1300,2200,"IUCN",NA,"terrestrial",NA,NA,NA,1,34.711029082,2.39789527279837,"walking",5,1.6094379124341
"Phymaturus_palluma_IUCN","Te_tpreftb","tmax, tmin","Phymaturus_palluma","IUCN","Terrestrial","cold","cold_over",3.1409521102905,-34.711029082,14611,"cold","min","Phymaturus","palluma","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",11,"Meiri 2008","max adult SVL","herbivore","10.1017/S0952836902001085","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Vidal, M. A., Habit, E., Victoriano, P., González-Gajardo, A., & Ortiz, J. C. (2010). Thermoregulation and activity pattern of the high-mountain lizard Phymaturus palluma (Tropiduridae) in Chile. Zoologia (Curitiba), 27(1), 13-18.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1300,2200,"IUCN",NA,"terrestrial",NA,NA,NA,1,34.711029082,2.39789527279837,"walking",5,1.6094379124341
"Phymaturus_palluma_IUCN","Te","tmax, tmin","Phymaturus_palluma","IUCN","Terrestrial","cold","warm_under",-3.42671966552729,-34.711029082,14611,"warm","max","Phymaturus","palluma","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",11,"Meiri 2008","max adult SVL","herbivore","10.1017/S0952836902001085","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Vidal, M. A., Habit, E., Victoriano, P., González-Gajardo, A., & Ortiz, J. C. (2010). Thermoregulation and activity pattern of the high-mountain lizard Phymaturus palluma (Tropiduridae) in Chile. Zoologia (Curitiba), 27(1), 13-18.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1300,2200,"IUCN",NA,"terrestrial",NA,NA,NA,1,34.711029082,2.39789527279837,"walking",5,1.6094379124341
"Phymaturus_palluma_IUCN","Te_tpref","tmax, tmin","Phymaturus_palluma","IUCN","Terrestrial","cold","warm_under",-3.3007385253906,-34.711029082,14611,"warm","max","Phymaturus","palluma","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",11,"Meiri 2008","max adult SVL","herbivore","10.1017/S0952836902001085","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Vidal, M. A., Habit, E., Victoriano, P., González-Gajardo, A., & Ortiz, J. C. (2010). Thermoregulation and activity pattern of the high-mountain lizard Phymaturus palluma (Tropiduridae) in Chile. Zoologia (Curitiba), 27(1), 13-18.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1300,2200,"IUCN",NA,"terrestrial",NA,NA,NA,1,34.711029082,2.39789527279837,"walking",5,1.6094379124341
"Phymaturus_palluma_IUCN","Te_tpreftb","tmax, tmin","Phymaturus_palluma","IUCN","Terrestrial","cold","warm_under",-3.3007385253906,-34.711029082,14611,"warm","max","Phymaturus","palluma","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Liolaemidae",11,"Meiri 2008","max adult SVL","herbivore","10.1017/S0952836902001085","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Vidal, M. A., Habit, E., Victoriano, P., González-Gajardo, A., & Ortiz, J. C. (2010). Thermoregulation and activity pattern of the high-mountain lizard Phymaturus palluma (Tropiduridae) in Chile. Zoologia (Curitiba), 27(1), 13-18.","long hibernation period","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1300,2200,"IUCN",NA,"terrestrial",NA,NA,NA,1,34.711029082,2.39789527279837,"walking",5,1.6094379124341
