"range","species","source","type","o_cells","u_cells","rr_cells","pr_cells","pol_fill","equ_fill","realm","range_area_km2","lat_mp","ctmax","ctmin","limit_type","metric","Genus","Species","data_gatherer","habitat_data_gatherer","Kingdom","Phylum","Class","Order","Family","maximum_body_size_SVL_HBL_cm_","Source_for_maximum_body_size","notes_on_body_size_e_g_type_of_metric_","Trophic_position","Source_logic_for_trophic_position","migratory_","source_logic_for_migration_info","dispersal_distance_category","logic_source_for_dispersal_distance","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering_","logic_source_for_dispersal_type","cold_season_dormancy_","source_logic_for_cold_season_dormancy","notes_for_cold_season_dormancy","hot_season_dormancy_","source_logic_for_hot_season_dormancy","notes_for_hot_season_dormancy","highland_specialist","source_logic_for_highland_specialist","coastal_or_oceanic","notes_logic","coastal_or_oceanic_source","upper_depth_limit","lower_depth_limit","usual_range","depth_distribution_source","lower_elevation_limit_meters","upper_elevation_limit_meters","elevational_range_source","pelagic_habitat_for_marine_species","source_logic_for_pelagic_habitat","notes","newly_added","log_range_area","log_maximum_body_size","abs_lat_mp","dispersal_distance_continuous","prop_unoccupied"
"Sphenomorphus_taiwanensis_GARD","Sphenomorphus_taiwanensis","GARD","acclimatized",0,512,3,515,0.016260162601626,0.00468384074941452,"Terrestrial",25224,23.6924210402988,41.56557,-1.442463,"tmax, tmin","ct","Sphenomorphus","taiwanensis","Adam A","Nikki","Animalia","Chordata","Reptilia","Squamata","Scincidae",5.96,"Meiri 2008","max adult SVL","insectivore","Huang, W. S. (1998). Zoological Studies, 37(4), 302-308.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Huang, S. P., Hsu, Y., & Tu, M. C. (2006). Journal of Thermal Biology, 31(5), 378-385.","","No","no info - based on climate","","non-highland specialist","http://reptile-database.reptarium.cz/species?genus=Sphenomorphus&species=taiwanensis",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"",NA,"terrestrial",NA,"Y",1.09861228866811,1.78507048107726,23.6924210402988,1,0.994174757281553
"Sphenomorphus_taiwanensis_GARD","Sphenomorphus_taiwanensis","GARD","Te",0,422,3,425,0.0217391304347826,0.00555555555555556,"Terrestrial",25224,23.6924210402988,37.4,5.9,"tmax, tmin","ct","Sphenomorphus","taiwanensis","Adam A","Nikki","Animalia","Chordata","Reptilia","Squamata","Scincidae",5.96,"Meiri 2008","max adult SVL","insectivore","Huang, W. S. (1998). Zoological Studies, 37(4), 302-308.","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","Yes","Huang, S. P., Hsu, Y., & Tu, M. C. (2006). Journal of Thermal Biology, 31(5), 378-385.","","No","no info - based on climate","","non-highland specialist","http://reptile-database.reptarium.cz/species?genus=Sphenomorphus&species=taiwanensis",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,"",NA,"terrestrial",NA,"Y",1.09861228866811,1.78507048107726,23.6924210402988,1,0.992941176470588
"Sphoeroides_maculatus_IUCN","Sphoeroides_maculatus","IUCN","acclimatized",44,3604,47,3607,0.00246913580246914,0.000624609618988132,"Marine",1091223,41.179556441,32.5,4.473,"tmax, tmin","lt","Sphoeroides","maculatus","Jenn","Sarah","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetradontidae",36,"fishbase",NA,"carnivore","fishbase","Non-migratory","Lyczkowski-Shultz, J. (1971). Age and growth of the northern puffer, Sphoeroides maculatus (Bloch and Schneider). - annual migration along the coast","1-10","no info - guess since demersal","non-pelagic development and swimming adults","no info - guess since demersal","No","unheard of for fish",NA,"No","unheard of for fish",NA,NA,"marine","coastal",NA,"fishbase",-10,-183,NA,"fishbase",NA,NA,"marine","demersal","fishbase",NA,NA,3.85014760171006,3.58351893845611,41.179556441,10,0.999168283892431
"Sphoeroides_maculatus_IUCN","Sphoeroides_maculatus","IUCN","Te",44,3543,47,3546,0.00265957446808511,0.000630914826498423,"Marine",1091223,41.179556441,32.5,7.6,"tmax, tmin","lt","Sphoeroides","maculatus","Jenn","Sarah","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetradontidae",36,"fishbase",NA,"carnivore","fishbase","Non-migratory","Lyczkowski-Shultz, J. (1971). Age and growth of the northern puffer, Sphoeroides maculatus (Bloch and Schneider). - annual migration along the coast","1-10","no info - guess since demersal","non-pelagic development and swimming adults","no info - guess since demersal","No","unheard of for fish",NA,"No","unheard of for fish",NA,NA,"marine","coastal",NA,"fishbase",-10,-183,NA,"fishbase",NA,NA,"marine","demersal","fishbase",NA,NA,3.85014760171006,3.58351893845611,41.179556441,10,0.999153976311337
"Stemonyphantes_lineatus_GBIF","Stemonyphantes_lineatus","GBIF","acclimatized",19,911,284,1176,0.619565217391304,0.160591133004926,"Terrestrial",1841582,55.4341617529814,46.18762,-17.97253,"tmax, tmin","mixed","Stemonyphantes","lineatus","Susana","Sarah","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae",0.75,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Wise (1995) Spiders in Ecological Webs. Cambridge University Press","Non-migratory","spider","0-1","no info - no mention of aerial dispersal","walking","spider","No","Schaefer, M. (1987). Life cycles and diapause. In Ecophysiology of spiders (pp. 331-347). Springer, Berlin, Heidelberg.","stenochromus winter mature species","No","no info - based on climate","","non-highland specialist","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,5.64897423816121,-0.287682072451781,55.4341617529814,1,0.774659863945578
"Stemonyphantes_lineatus_GBIF","Stemonyphantes_lineatus","GBIF","Te",36,795,284,1043,0.673611111111111,0.177947598253275,"Terrestrial",1841582,55.4341617529814,40.5,-13.3,"tmax, tmin","mixed","Stemonyphantes","lineatus","Susana","Sarah","Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae",0.75,"Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)","Body size is length in mm","carnivore","Wise (1995) Spiders in Ecological Webs. Cambridge University Press","Non-migratory","spider","0-1","no info - no mention of aerial dispersal","walking","spider","No","Schaefer, M. (1987). Life cycles and diapause. In Ecophysiology of spiders (pp. 331-347). Springer, Berlin, Heidelberg.","stenochromus winter mature species","No","no info - based on climate","","non-highland specialist","Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,5.64897423816121,-0.287682072451781,55.4341617529814,1,0.76222435282838
"Takydromus_hsuehshanensis_IUCN","Takydromus_hsuehshanensis","IUCN","acclimatized",0,241,1,242,0.0166666666666667,0.00515463917525773,"Terrestrial",2460,24.2243269205,47.66557,-4.842463,"tmax, tmin","ct","Takydromus","hsuehshanensis","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Lacertidae",7,"Huang et al. (2014) Oecologia 175(1): 25-35","max adult SVL","insectivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","Chen, Y. H., Tu, M. C., & Huang, S. P. (2013). Synergistic limits to the altitudinal distribution of a high-altitude lizard, takydromus hsuehshanensis. Zoological science, 30(1), 15-20.","long winter hibernation at high altitude","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,3000,"IUCN",NA,"terrestrial",NA,NA,0,1.94591014905531,24.2243269205,1,0.995867768595041
"Takydromus_hsuehshanensis_IUCN","Takydromus_hsuehshanensis","IUCN","Te",0,233,1,234,0.0192307692307692,0.00515463917525773,"Terrestrial",2460,24.2243269205,43.5,2.5,"tmax, tmin","ct","Takydromus","hsuehshanensis","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Lacertidae",7,"Huang et al. (2014) Oecologia 175(1): 25-35","max adult SVL","insectivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","Chen, Y. H., Tu, M. C., & Huang, S. P. (2013). Synergistic limits to the altitudinal distribution of a high-altitude lizard, takydromus hsuehshanensis. Zoological science, 30(1), 15-20.","long winter hibernation at high altitude","No","no info - based on climate","","highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",1800,3000,"IUCN",NA,"terrestrial",NA,NA,0,1.94591014905531,24.2243269205,1,0.995726495726496
"Takydromus_septentrionalis_IUCN","Takydromus_septentrionalis","IUCN","acclimatized",26,1914,294,2182,0.077893175074184,0.209006928406467,"Terrestrial",2789522,31.7394890015001,48.66557,-4.833338,"tmax, tmin","ct","Takydromus","septentrionalis","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Lacertidae",8,"Du et al. (2005) Biological Journal of the Linnean Society 85(4): 443-453","max adult SVL","insectivore","Xiang et al. (1996) Journal of Thermal Biology 21(3): 155-161","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","Yong-pu, Z. H. A. N. G. (2003). Food Habits of the Grass Lizard (Takydromus Septentrionalis) before and after Hibernation in Taishun, Zhejiang. Journal of Wenzhou Teachers College, (5), 18.","hibernation","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1700,"IUCN",NA,"terrestrial",NA,NA,5.68357976733868,2.07944154167984,31.7394890015001,1,0.87717690192484
"Takydromus_septentrionalis_IUCN","Takydromus_septentrionalis","IUCN","Te",64,1077,294,1307,0.191605839416058,0.164690382081686,"Terrestrial",2789522,31.7394890015001,44.5,4.9,"tmax, tmin","ct","Takydromus","septentrionalis","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Lacertidae",8,"Du et al. (2005) Biological Journal of the Linnean Society 85(4): 443-453","max adult SVL","insectivore","Xiang et al. (1996) Journal of Thermal Biology 21(3): 155-161","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","Yong-pu, Z. H. A. N. G. (2003). Food Habits of the Grass Lizard (Takydromus Septentrionalis) before and after Hibernation in Taishun, Zhejiang. Journal of Wenzhou Teachers College, (5), 18.","hibernation","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",0,1700,"IUCN",NA,"terrestrial",NA,NA,5.68357976733868,2.07944154167984,31.7394890015001,1,0.824024483550115
"Takydromus_sexlineatus_IUCN","Takydromus_sexlineatus","IUCN","acclimatized",15,654,337,976,0.251842751842752,0.722222222222222,"Terrestrial",3721166,9.57302511200004,45.5789,-2.683128,"tmax, tmin","ct","Takydromus","sexlineatus","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Lacertidae",6,"Zhang et al. (2004) Journal of thermal Biology 29(1): 45-53","max adult SVL","insectivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","no info - based on congeners","","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,5.82008293035236,1.79175946922805,9.57302511200004,1,0.670081967213115
"Takydromus_sexlineatus_IUCN","Takydromus_sexlineatus","IUCN","Te",17,497,337,817,0.310975609756098,0.720496894409938,"Terrestrial",3721166,9.57302511200004,42.2,6.4,"tmax, tmin","ct","Takydromus","sexlineatus","Miguel R.","Sarah","Animalia","Chordata","Reptilia","Squamata","Lacertidae",6,"Zhang et al. (2004) Journal of thermal Biology 29(1): 45-53","max adult SVL","insectivore","guess based on others in genus","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","no info except ""limited dispersal ability""- Tseng, S. P., Li, S. H., Hsieh, C. H., Wang, H. Y., & Lin, S. M. (2014). Influence of gene flow on divergence dating–implications for the speciation history of Takydromus grass lizards. Molecular Ecology, 23(19), 4770-4784.","slithering","Squamate slithering tetrapod","Yes","no info - based on congeners","","No","no info - based on climate","","non-highland specialist","Based on range",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,NA,5.82008293035236,1.79175946922805,9.57302511200004,1,0.608323133414933
"Tarentola_boettgeri_IUCN","Tarentola_boettgeri","IUCN","acclimatized",0,12,0,12,NA,NA,"Terrestrial",1756,28.8969855930001,42.1,-3.707262,"tmax, tmin","ct","Tarentola","boettgeri","Adam A","Sarah","Animalia","Chordata","Reptilia","Squamata","Gekkonidae",6,"Meiri 2008","max adult SVL","insectivore","10.1093/sysbio/40.2.172","Non-migratory","there is little research on reptile migration (aside from turtles and some snakes) and for the species there is information, migrations are very limited so by default lizard species are assigned non-migratory behaviour","0-1","No data on this in most species however presumably most do not disperse more than 1km in a single generation (exceptions: Iguana iguana, Varanus)","walking","Squamate walking tetrapod","No","no info - based on climate (semi-arid, Portugal)","","No","no info - based on climate","","non-highland specialist","IUCN",NA,"terrestrial",NA,NA,NA,NA,"terrestrial",NA,1000,"IUCN",NA,"terrestrial",NA,NA,-Inf,1.79175946922805,28.8969855930001,1,1
